Date,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Profit,Remaining_Stock
1/29/2023,Jogging Shoes Puma,Sports,12,2496,3873,16535,78
9/12/2023,Running Shoes Nike Air,Sports,8,2702,4357,13239,22
7/5/2023,Sports Adidas Ultra,Sports,4,3123,5491,9473,11
12/30/2023,Formal Oxford Black,Formal,12,1729,3106,,64
7/11/2022,Boots Winter Leather,Formal,10,3612,6374,27616,63
6/7/2022,Casual Canvas White,Casual,7,576,1204,4395,52
2/7/2022,Ethnic Mojri,Ethnic,7,519,1041,3653,62
1/24/2023,Casual Canvas White,Casual,15,517,1209,10374,22
5/27/2023,Casual Canvas White,Casual,10,589,1194,6059,59
10/31/2022,,Formal,11,,6326,32993,80
1/18/2023,Formal Pump Ladies,Ladies,8,1611,,10931,113
11/27/2023,Sports Adidas Ultra,,19,3335,5258,36542,132
2/16/2023,Formal Pump Ladies,Ladies,2,1530,2903,2746,51
5/15/2022,Slippers Home,Casual,,257,552,3250,58
6/21/2024,Running Shoes Nike Air,Sports,5,2595,4514,9595,78
11/11/2023,Running Shoes Nike Air,Sports,12,2582,4496,22968,31
5/25/2023,Ladies Flats Gold,Ladies,,741,1699,1917,118
12/4/2022,Casual Loafers Brown,Casual,11,879,1735,9415,74
7/3/2024,Sports Adidas Ultra,SPORTS,10,3072,4977,19045,20
7/29/2024,Formal Oxford Black,Formal,11,1771,3484,18845,86
2/11/2023,Running Shoes Nike Air,Sports,4,2909,4787,7512,34
11/25/2023,Ladies Flats Gold,Ladies,11,785,1685,9890,10
6/27/2022,Kids Sneakers Blue,Kids,10,622,1247,6255,72
7/4/2023,Ladies Flats Gold,Ladies,8,783,1586,6424,70
8/25/2023,Sandals Summer,Casual,3,370,904,1604,74
4/30/2023,Sports Adidas Ultra,Sports,18,3144,5414,40857,76
3/15/2022,Kids Formal Black,Kids,2,703,1406,1406,
6/7/2022,Sandals Summer,Casual,5,389,987,2990,15
7/9/2023,Sports Adidas Ultra,Sports,14,2981,5085,29452,143
8/9/2024,Formal Pump Ladies,Ladies,5,1549,2847,6490,68
5/10/2022,  Sandals Summer  ,Casual,2,383,871,975,33
1/18/2023,Formal Pump Ladies,Ladies,6,1565,2983,8513,121
1/30/2023,Slippers Home,Casual,14,259,572,4391,147
12/20/2022,Kids Sneakers Blue,Kids,11,567,1264,7658,80
2/11/2024,Kids Formal Black,Kids,,654,1365,7109,75
4/21/2023,Ethnic Mojri,Ethnic,,473,980,507,85
2/13/2024,Jogging Shoes Puma,Sports,5,2567,3926,6799,102
10/28/2023,Sandals Summer,Casual,15,385,988,9044,92
2/11/2022,Jogging Shoes Puma,Sports,7,2436,4273,12857,58
5/28/2023,Formal Pump Ladies,Ladies,15,1491,3041,23250,132
5/31/2024,Sandals Summer,Casual,7,388,980,4145,122
12/29/2024,  Formal Oxford Black  ,Formal,8,1820,3396,12611,45
4/24/2022,Boots Winter Leather,Formal,11,3659,6209,28050,20
4/20/2023,Sandals Summer,Casual,2,368,975,1214,43
7/15/2023,Ladies Heels Red,,4,1122,2284,4648,12
5/21/2022,Formal Pump Ladies,ladies,7,1502,2924,9957,100
1/5/2023,Sandals Summer,Casual,12,404,917,6155,73
9/12/2022,Casual Loafers Brown,Casual,13,933,1733,10404,46
7/2/2022,Slippers Home,Casual,5,263,579,1580,12
8/1/2024,Casual Loafers Brown,Casual,14,895,1928,14464,54
4/8/2022,Formal Oxford Black,Formal,7,1849,3129,8960,135
1/19/2022,Ethnic Mojri,Ethnic,15,479,974,7432,46
2/13/2024,Slippers Home,Casual,3,236,529,878,16
7/4/2022,Ethnic Mojri,Ethnic,7,495,960,3250,51
10/9/2023,Formal Pump Ladies,Ladies,8,1572,3009,11502,58
12/24/2023,Jogging Shoes Puma,Sports,5,2444,3833,6941,49
1/31/2024,Running Shoes Nike Air,Sports,1,2804,4701,1896,100
6/28/2023,Ethnic Mojri,Ethnic,5,534,1040,2530,80
9/3/2023,Kids Sneakers Blue,Kids,15,571,1316,,54
11/7/2022,Formal Pump Ladies,Ladies,13,1565,2951,18010,130
3/21/2022,Boots Winter Leather,Formal,15,,5936,36016,36
2/21/2022,Formal Pump Ladies,Ladies,13,1437,2796,17665,55
7/30/2024,Ladies Flats Gold,Ladies,6,850,,5298,117
8/10/2022,Sports Adidas Ultra,Sports,5,3308,5406,10488,47
12/7/2023,Ladies Flats Gold,Ladies,4,826,1689,3452,67
4/27/2024,Formal Pump Ladies,Ladies,1,1470,2720,1250,128
1/29/2023,Ethnic Mojri,Ethnic,5,531,982,2256,18
6/20/2023,Boots Winter Leather,Formal,,3343,6442,6197,79
7/21/2024,Kids Formal Black,kids,3,666,1395,2187,34
4/6/2022,Jogging Shoes Puma,,9,2615,3912,11669,94
7/29/2022,Formal Pump Ladies,Ladies,10,1544,2978,14338,28
9/13/2024,Kids Formal Black,Kids,8,649,1434,6280,96
1/7/2023,Sandals Summer,Casual,13,372,865,,58
1/23/2024,Ethnic Mojri,Ethnic,10,480,1055,,107
12/26/2024,Boots Winter Leather,Formal,12,3759,6263,30049,88
12/24/2023,Kids Formal Black,Kids,4,707,1516,3233,19
12/12/2024,Slippers Home,Casual,8,256,552,2368,115
9/24/2023,Formal Pump Ladies,Ladies,10,1535,2884,13491,109
1/22/2022,Casual Canvas White,Casual,15,521,1139,9264,97
4/15/2023,Casual Canvas White,Casual,1,569,1161,592,53
5/1/2023,Casual Canvas White,Casual,15,554,1164,9147,99
2/12/2023,Casual Canvas White,Casual,10,524,1077,5530,60
2/21/2023,Casual Loafers Brown,Casual,8,,1803,7441,90
7/7/2022,Kids Formal Black,Kids,14,695,1402,9891,37
7/26/2024,Sandals Summer,Casual,2,397,917,1038,14
7/24/2024,Ladies Flats Gold,Ladies,1,783,1655,872,10
12/8/2024,Formal Oxford Black,Formal,2,1765,3158,2785,17
4/8/2022,Ethnic Mojri,Ethnic,3,528,1020,1476,58
10/11/2023,Kids Sneakers Blue,Kids,10,584,1152,5680,92
12/3/2023,,Casual,14,384,924,7562,70
6/25/2022,Formal Oxford Black,Formal,8,1752,3514,14094,116
7/29/2022,Sandals Summer,Casual,,369,887,4667,27
4/25/2024,Boots Winter Leather,Formal,3,,6006,7397,116
9/19/2022,Ethnic Mojri,Ethnic,3,485,,1645,70
7/11/2024,Kids Formal Black,Kids,13,726,1536,10534,22
5/14/2023,Casual Loafers Brown,Casual,5,968,1851,4413,66
4/5/2022,Ladies Heels Red,Ladies,1,1233,2471,1239,61
5/4/2023,  Casual Canvas White  ,Casual,13,577,1145,7377,81
6/10/2024,Sandals Summer,Casual,11,,957,6063,74
10/2/2022,Ethnic Mojri,Ethnic,11,498,1021,5751,19
10/5/2023,Kids Formal Black,Kids,10,732,1494,7614,46
8/30/2022,Formal Pump Ladies,Ladies,12,1494,2910,16996,109
4/3/2023,Sandals Summer,Casual,13,419,972,7192,40
5/30/2024,Ladies Heels Red,Ladies,12,1267,2638,,94
6/17/2022,Formal Oxford Black,Formal,14,1722,3184,20476,132
5/16/2023,Casual Canvas White,Casual,6,592,1161,3415,39
11/11/2023,Ladies Heels Red,Ladies,4,1171,2513,5366,42
10/19/2022,Casual Canvas White,Casual,5,570,1138,2840,18
11/13/2023,Sports Adidas Ultra,Sports,19,3143,5289,40780,52
9/24/2024,,Kids,1,,1261,,47
7/31/2022,Sports Adidas Ultra,Sports,15,3015,5069,30810,94
11/21/2022,Sports Adidas Ultra,Sports,11,3179,5382,24244,12
9/27/2024,Formal Oxford Black,Formal,10,1682,3410,17272,92
2/5/2022,Boots Winter Leather,Formal,8,3729,5968,17911,125
4/10/2022,Casual Loafers Brown,Casual,6,951,1829,5270,
8/12/2022,Kids Sneakers Blue,Kids,3,591,1159,1704,95
6/6/2024,Sandals Summer,Casual,12,372,866,5934,97
6/29/2024,Casual Canvas White,Casual,5,530,1175,3224,64
7/9/2023,Ethnic Mojri,ethnic,,511,1024,6157,52
7/10/2022,Ladies Flats Gold,Ladies,15,825,1580,11324,23
6/25/2022,Casual Loafers Brown,Casual,8,941,1921,7836,51
2/14/2023,Kids Sneakers Blue,Kids,2,617,1224,1213,22
9/25/2022,Casual Canvas White,Casual,13,592,1146,7204,94
3/16/2022,Kids Formal Black,Kids,3,737,1474,2210,35
2/15/2022,Ethnic Mojri,Ethnic,5,514,974,2297,33
5/6/2023,,Casual,8,937,1951,8108,44
5/24/2022,Casual Loafers Brown,Casual,5,939,1951,5060,37
8/23/2023,Casual Loafers Brown,Casual,13,903,1884,12752,99
6/6/2024,Running Shoes Nike Air,Sports,8,2895,4499,12832,88
4/13/2023,  Sandals Summer  ,Casual,13,398,894,6444,59
9/18/2023,Kids Formal Black,Kids,8,707,1403,5565,19
12/3/2023,Running Shoes Nike Air,Sports,10,,4557,15818,71
4/22/2022,Formal Pump Ladies,Ladies,1,1479,3014,1535,88
3/13/2022,Ethnic Mojri,Ethnic,2,462,982,1042,15
12/10/2023,Running Shoes Nike Air,,12,2878,4490,19341,34
2/12/2022,Sandals Summer,Casual,9,,906,4402,75
7/14/2023,Boots Winter Leather,Formal,8,3390,6465,24600,117
12/9/2024,Sandals Summer,Casual,11,425,900,5226,90
1/25/2024,Kids Formal Black,Kids,-13,732,1530,10380,14
10/15/2022,Casual Loafers Brown,Casual,1,838,1714,876,60
5/29/2023,Sandals Summer,Casual,6,379,932,3320,40
10/26/2022,,Kids,13,730,1384,8499,149
10/31/2022,Kids Formal Black,Kids,,664,1338,2698,121
12/9/2024,Formal Oxford Black,Formal,10,1873,3150,12769,129
1/16/2023,Ladies Flats Gold,Ladies,8,749,1620,,14
2/13/2022,Running Shoes Nike Air,Sports,12,2641,4863,26668,59
7/14/2022,Ethnic Mojri,Ethnic,3,463,1089,1878,23
7/4/2024,Boots Winter Leather,Formal,8,3450,5994,20355,67
1/16/2023,Running Shoes Nike Air,Sports,6,2971,4516,9272,
3/14/2023,Casual Loafers Brown,Casual,5,966,1872,4529,15
12/12/2024,Kids Sneakers Blue,Kids,4,609,1277,2672,18
6/27/2022,Casual Loafers Brown,Casual,2,947,1791,1688,39
9/21/2023,Ethnic Mojri,Ethnic,14,474,993,7267,
3/23/2024,Formal Oxford Black,formal,12,1711,3497,21440,36
10/9/2022,Casual Canvas White,Casual,10,584,1149,5644,73
11/7/2024,Casual Canvas White,Casual,11,507,1163,7213,46
1/8/2023,Ethnic Mojri,Ethnic,5,532,1041,2541,40
4/20/2022,Formal Oxford Black,Formal,13,,3265,17248,
4/21/2023,Formal Oxford Black,Formal,8,1845,3251,11247,
3/27/2022,Slippers Home,Casual,15,242,524,4231,100
5/10/2022,Ethnic Mojri,Ethnic,10,507,1051,5436,66
11/15/2023,Ladies Heels Red,Ladies,5,1166,,6379,37
10/7/2023,Sports Adidas Ultra,Sports,18,3282,5374,37655,104
12/12/2022,,Ladies,2,1517,2866,2699,21
10/3/2022,Jogging Shoes Puma,Sports,9,2671,3834,10462,116
6/10/2024,Ethnic Mojri,Ethnic,5,527,1083,2782,13
1/3/2022,Ladies Heels Red,Ladies,14,1110,2394,17968,147
5/7/2023,Kids Sneakers Blue,Kids,6,559,1200,3845,85
12/17/2022,Running Shoes Nike Air,Sports,5,3022,4546,7620,66
10/12/2022,Slippers Home,,11,256,530,3009,116
3/29/2024,Kids Formal Black,Kids,11,719,,7435,32
12/10/2022,Kids Formal Black,Kids,3,647,1485,2513,60
5/4/2023,Boots Winter Leather,Formal,7,3232,6444,,
2/26/2023,Casual Loafers Brown,Casual,6,864,1880,6098,74
8/10/2022,Sports Adidas Ultra,Sports,5,3044,5551,12539,42
3/27/2022,Ladies Heels Red,Ladies,6,1210,2306,6578,78
6/26/2024,Ladies Heels Red,Ladies,14,,2603,20676,20
1/16/2022,Casual Loafers Brown,Casual,,892,1901,12107,34
10/12/2022,Ladies Flats Gold,Ladies,7,836,1624,5517,150
1/8/2023,Ladies Heels Red,Ladies,3,1179,2425,3739,75
3/22/2022,Casual Loafers Brown,CASUAL,4,942,1717,3101,85
12/2/2022,,Casual,14,892,1977,15190,10
1/7/2024,Ladies Heels Red,Ladies,8,1197,2282,8678,101
5/29/2024,Boots Winter Leather,Formal,7,3409,6183,19415,35
7/22/2024,Ladies Heels Red,Ladies,12,1252,2286,12404,34
5/16/2024,Formal Oxford Black,Formal,9,1719,3431,15404,31
1/2/2022,Ethnic Mojri,Ethnic,14,489,979,6859,77
1/4/2024,Ethnic Mojri,Ethnic,6,536,1053,3101,41
3/3/2024,Kids Sneakers Blue,Kids,6,565,1315,4501,20
8/16/2023,Formal Pump Ladies,Ladies,8,1440,2791,10803,57
8/15/2023,Sports Adidas Ultra,Sports,12,2999,5115,25384,16
1/5/2022,Ladies Flats Gold,Ladies,4,756,1703,3790,86
11/12/2023,Ethnic Mojri,Ethnic,9,531,1069,4842,65
11/21/2024,Casual Loafers Brown,Casual,,952,1737,9428,16
2/1/2023,Casual Loafers Brown,Casual,1,868,1766,898,18
2/18/2022,Kids Sneakers Blue,Kids,15,631,1227,,46
10/23/2023,Jogging Shoes Puma,Sports,14,2462,4396,27067,33
8/19/2023,Kids Sneakers Blue,Kids,15,641,1262,9319,127
10/23/2023,Jogging Shoes Puma,Sports,14,2462,4396,27067,33
3/24/2022,Jogging Shoes Puma,Sports,2,2400,4181,3562,68
12/22/2023,Ladies Heels Red,Ladies,,1207,2609,4208,73
10/19/2023,Running Shoes Nike Air,Sports,11,,4547,20680,27
11/9/2022,Ladies Flats Gold,Ladies,6,846,1757,5462,116
6/15/2022,Ladies Flats Gold,Ladies,9,836,1547,6398,84
4/9/2022,Kids Sneakers Blue,Kids,10,621,1142,5207,46
12/11/2023,Ladies Heels Red,Ladies,4,1197,2541,5373,32
12/23/2023,Ladies Heels Red,Ladies,4,1250,2545,5180,69
1/21/2022,Sandals Summer,Casual,11,401,947,6007,118
2/3/2022,Ladies Heels Red,ladies,2,1242,2394,2302,105
2/26/2022,Running Shoes Nike Air,Sports,3,2698,4790,,22
9/22/2022,Jogging Shoes Puma,Sports,10,2496,3995,14990,49
7/3/2024,Kids Sneakers Blue,Kids,16,639,1295,10502,56
5/27/2023,Boots Winter Leather,Formal,6,3417,,16626,28
10/10/2022,Ladies Heels Red,Ladies,4,1132,2602,5883,102
4/15/2022,Kids Formal Black,Kids,12,742,1381,7676,24
10/20/2023,Ethnic Mojri,Ethnic,14,481,998,7237,46
5/19/2024,Ladies Heels Red,Ladies,12,1183,2342,13902,43
10/16/2022,Sports Adidas Ultra,Sports,19,3448,5548,39898,109
4/24/2022,Boots Winter Leather,Formal,7,3530,5751,,31
8/6/2023,Casual Canvas White,Casual,12,534,1198,7967,36
3/8/2024,Boots Winter Leather,Formal,14,3630,6563,41063,95
4/29/2022,Ladies Flats Gold,Ladies,5,838,1691,4265,21
8/18/2022,Casual Loafers Brown,Casual,1,859,1779,920,26
9/10/2024,Ladies Heels Red,Ladies,11,1252,2361,12204,53
12/7/2024,Ladies Heels Red,Ladies,4,1172,2567,5583,48
5/4/2022,Jogging Shoes Puma,Sports,13,2457,3868,18345,38
1/29/2024,Kids Sneakers Blue,,6,631,1239,3651,17
7/16/2022,Sports Adidas Ultra,Sports,9,3151,,18558,34
12/10/2023,Casual Canvas White,Casual,14,534,1104,7980,21
7/6/2024,Casual Loafers Brown,Casual,13,943,1826,11475,17
4/3/2022,Boots Winter Leather,Formal,,3413,6396,41755,44
11/5/2023,Formal Oxford Black,Formal,14,,,24613,31
4/6/2024,Formal Oxford Black,Formal,9,1740,3151,12698,35
11/10/2023,Formal Oxford Black,Formal,7,1682,3494,12687,123
3/4/2022,Sandals Summer,Casual,12,373,,6826,42
4/8/2024,Running Shoes Nike Air,Sports,12,2887,4354,17603,86
10/23/2024,Boots Winter Leather,Formal,4,,6348,11475,77
3/17/2023,Jogging Shoes Puma,Sports,,2673,3942,22843,28
9/1/2022,  Ethnic Mojri  ,Ethnic,14,504,960,6384,127
2/20/2023,Ladies Heels Red,Ladies,3,,2302,3134,
9/29/2022,Kids Formal Black,Kids,5,712,1475,3814,
8/12/2022,Jogging Shoes Puma,Sports,13,2530,4217,21925,48
1/23/2023,Jogging Shoes Puma,Sports,5,2660,4166,7531,97
10/6/2022,Slippers Home,Casual,7,259,566,2149,38
10/29/2023,  Formal Pump Ladies  ,Ladies,8,1562,2754,,96
7/4/2024,Ladies Heels Red,Ladies,4,1254,2570,5264,53
7/5/2024,Casual Canvas White,Casual,5,511,1110,2998,37
11/24/2022,Kids Formal Black,Kids,9,,1335,6103,69
3/28/2024,Boots Winter Leather,Formal,5,3688,5812,10622,75
10/20/2023,Slippers Home,Casual,8,269,593,2590,28
2/19/2022,Kids Sneakers Blue,Kids,,591,1165,6314,35
2/1/2023,,Sports,12,2636,4148,18146,63
7/17/2022,Kids Formal Black,Kids,-7,694,1520,5782,128
9/26/2024,Ladies Flats Gold,Ladies,15,853,1686,12496,80
3/16/2023,Ethnic Mojri,Ethnic,15,513,987,7111,114
3/21/2024,Running Shoes Nike Air,Sports,18,,4293,,16
1/15/2024,Formal Pump Ladies,Ladies,11,1390,2777,15256,62
1/17/2024,Kids Sneakers Blue,Kids,5,609,17162,3256,62
7/18/2024,Casual Canvas White,Casual,10,555,1080,5250,68
4/23/2022,Ladies Flats Gold,Ladies,15,798,1637,12589,53
8/12/2023,Ladies Heels Red,Ladies,3,1265,2422,3472,96
6/30/2023,Running Shoes Nike Air,Sports,15,2826,4921,31424,55
6/7/2022,Kids Formal Black,KIDS,7,664,1533,6090,93
12/25/2023,Ladies Heels Red,Ladies,-2,1222,2598,2752,53
1/16/2023,Slippers Home,,5,239,568,1645,47
10/3/2022,Kids Formal Black,Kids,9,738,1450,6404,88
11/13/2022,Ethnic Mojri,Ethnic,4,466,1038,2288,42
7/26/2024,Slippers Home,Casual,14,269,566,4158,66
7/20/2022,Formal Pump Ladies,Ladies,12,1521,2954,17206,65
2/10/2022,Kids Sneakers Blue,Kids,,637,1227,4726,99
4/24/2023,Ladies Heels Red,Ladies,15,1132,2286,17314,82
2/15/2022,Boots Winter Leather,Formal,12,3360,6461,37209,106
1/23/2024,Casual Canvas White,Casual,13,508,1139,8208,48
9/19/2022,Formal Pump Ladies,Ladies,10,1528,2914,13863,50
3/9/2023,Formal Oxford Black,Formal,-6,1678,,8475,75
12/24/2024,Formal Pump Ladies,Ladies,12,1449,2915,17595,34
6/12/2023,Sandals Summer,Casual,14,426,989,7879,111
12/12/2022,Formal Pump Ladies,Ladies,14,1510,2667,16208,24
8/17/2022,Casual Loafers Brown,Casual,8,889,1823,7473,50
1/10/2023,Jogging Shoes Puma,Sports,7,2318,4050,12122,10
3/16/2024,Sports Adidas Ultra,Sports,4,3294,5636,9368,116
3/5/2023,Casual Canvas White,CASUAL,10,549,1076,,33
12/3/2023,Slippers Home,Casual,11,233,568,3682,44
7/26/2023,Formal Oxford Black,Formal,15,1942,3311,20544,126
8/1/2024,Casual Loafers Brown,Casual,4,834,1835,4002,50
11/27/2023,Kids Formal Black,Kids,7,659,1441,5477,48
11/18/2022,  Jogging Shoes Puma  ,Sports,2,2488,,3262,38
11/4/2024,Ladies Flats Gold,Ladies,12,846,1647,,62
1/30/2023,Formal Oxford Black,Formal,15,1836,3339,22551,45
12/22/2023,Sports Adidas Ultra,Sports,7,,5097,14500,46
11/19/2023,Kids Formal Black,Kids,5,743,1419,3380,55
5/2/2024,Jogging Shoes Puma,Sports,14,2352,4110,,74
9/12/2022,Formal Pump Ladies,Ladies,8,1530,,10523,64
8/13/2022,Formal Pump Ladies,Ladies,8,1544,3037,11944,58
2/13/2022,Formal Pump Ladies,Ladies,11,1549,2702,12686,37
3/23/2023,Casual Loafers Brown,Casual,14,889,1897,14103,121
5/14/2024,Ladies Flats Gold,Ladies,11,848,1537,7579,44
8/7/2023,Jogging Shoes Puma,Sports,12,2600,3802,14426,10
10/16/2023,,Casual,13,858,1964,14375,56
3/10/2023,Sandals Summer,Casual,12,394,881,5852,54
3/17/2022,Slippers Home,Casual,5,231,576,1722,28
4/7/2023,Kids Sneakers Blue,Kids,10,564,1199,6345,12
6/9/2024,Formal Pump Ladies,Ladies,4,1526,2726,4800,69
12/14/2022,Jogging Shoes Puma,Sports,5,2346,3902,7780,101
4/19/2022,Casual Canvas White,Casual,2,572,1169,,18
8/19/2022,Running Shoes Nike Air,Sports,7,2630,4860,15611,103
10/21/2023,Casual Canvas White,Casual,14,581,1077,,86
8/12/2022,Formal Pump Ladies,Ladies,9,1610,3028,12765,
1/28/2022,Running Shoes Nike Air,Sports,,2676,4321,9869,92
7/3/2023,Jogging Shoes Puma,Sports,10,2573,4316,17431,42
2/27/2023,Boots Winter Leather,Formal,4,,6500,,93
7/8/2024,Casual Canvas White,Casual,7,,1186,4270,30
7/8/2022,Casual Canvas White,Casual,,515,1146,4413,25
9/17/2023,Kids Sneakers Blue,Kids,7,555,1293,5168,49
12/7/2024,Slippers Home,Casual,11,240,576,,20
2/12/2022,Jogging Shoes Puma,Sports,2,2650,4064,2829,53
7/6/2024,Ethnic Mojri,Ethnic,8,516,1021,4045,89
3/23/2023,Sports Adidas Ultra,Sports,,3281,5239,23489,48
12/3/2024,Sports Adidas Ultra,Sports,13,2955,5503,33131,81
7/26/2022,Casual Loafers Brown,Casual,11,934,1947,11148,83
10/2/2022,Sports Adidas Ultra,Sports,,3337,5029,13537,67
12/1/2022,Casual Loafers Brown,Casual,9,860,1761,8109,39
5/29/2024,Formal Pump Ladies,Ladies,5,1566,,5686,18
4/14/2024,Running Shoes Nike Air,Sports,,2730,4550,38212,30
5/10/2022,Ladies Flats Gold,Ladies,3,810,1622,2436,
8/5/2022,Jogging Shoes Puma,Sports,1,2579,4057,1478,61
9/28/2024,Kids Sneakers Blue,,15,642,1216,8598,18
1/31/2022,Casual Loafers Brown,Casual,12,903,1886,11790,128
12/5/2023,Ladies Flats Gold,Ladies,,756,1670,1829,71
3/3/2022,Formal Pump Ladies,,,1499,2977,16261,10
2/6/2024,Casual Loafers Brown,Casual,10,897,1961,10634,86
4/16/2024,Sports Adidas Ultra,Sports,4,3067,,9976,
9/5/2022,Casual Loafers Brown,,9,936,1822,7976,76
11/10/2023,Casual Canvas White,Casual,11,540,1112,,42
7/10/2024,Kids Formal Black,Kids,11,753,1422,7360,102
11/28/2024,Slippers Home,Casual,,253,566,1253,44
10/1/2022,Formal Pump Ladies,Ladies,2,1557,2747,2380,21
12/2/2022,Casual Loafers Brown,casual,4,847,1731,3538,85
12/11/2024,Jogging Shoes Puma,Sports,14,2607,4123,21221,53
10/6/2024,Kids Sneakers Blue,Kids,12,583,1210,7517,56
6/28/2023,Formal Pump Ladies,Ladies,10,1413,2982,15690,76
11/29/2022,Boots Winter Leather,Formal,13,3731,6020,29765,75
4/20/2022,Ladies Flats Gold,Ladies,12,789,1557,9206,68
7/22/2024,Sandals Summer,Casual,1,426,861,435,21
3/10/2022,Kids Formal Black,Kids,8,742,1446,5636,
2/27/2022,Boots Winter Leather,Formal,,3411,6033,20977,52
12/31/2023,Running Shoes Nike Air,Sports,9,2623,4278,14897,13
9/25/2022,Casual Canvas White,Casual,12,517,1064,6564,107
6/5/2022,Slippers Home,Casual,9,242,563,2885,90
12/5/2023,Jogging Shoes Puma,Sports,8,,3999,11569,79
7/6/2022,Running Shoes Nike Air,Sports,9,2822,4832,18094,61
2/20/2023,Sandals Summer,Casual,7,399,939,3780,73
11/18/2024,Sandals Summer,Casual,4,382,941,2236,40
5/8/2022,Running Shoes Nike Air,Sports,12,2851,4408,18685,125
9/6/2022,Casual Loafers Brown,Casual,15,888,1948,15907,94
7/10/2022,Sandals Summer,Casual,9,424,912,4384,54
9/29/2024,Slippers Home,Casual,,232,583,1408,39
8/11/2024,Formal Pump Ladies,Ladies,8,1549,3015,11726,36
5/18/2023,Formal Pump Ladies,Ladies,14,1454,3024,21981,31
10/10/2022,Sports Adidas Ultra,Sports,2,3443,5529,4174,47
1/18/2024,Slippers Home,Casual,9,244,544,,65
4/7/2023,Boots Winter Leather,Formal,8,3780,6332,20420,25
11/25/2022,Formal Pump Ladies,Ladie,15,1564,2742,17672,83
7/16/2024,Sandals Summer,Casual,8,405,873,3743,36
2/14/2024,,Casual,3,263,584,964,13
2/27/2022,Running Shoes Nike Air,Sports,2,2910,4420,3020,20
5/16/2022,Ethnic Mojri,Ethnic,11,484,1081,6567,51
5/2/2024,Ladies Heels Red,Ladies,8,1295,2294,7991,72
5/22/2023,Sandals Summer,Casual,10,370,936,5662,87
10/14/2024,Ladies Heels Red,Ladies,9,1272,2439,10504,97
5/29/2023,Boots Winter Leather,Formal,4,3531,6052,10084,24
2/8/2022,Formal Pump Ladies,Ladies,11,1577,2902,14574,75
4/29/2023,Casual Loafers Brown,Casual,5,835,,5142,83
5/23/2024,Running Shoes Nike Air,Sprots,13,2879,4931,26685,66
10/23/2023,Jogging Shoes Puma,Sports,8,2605,3958,10819,25
8/12/2023,Ethnic Mojri,Ethnic,6,521,10512,3069,99
4/15/2024,Boots Winter Leather,Formal,11,3261,6446,35041,134
5/20/2022,Formal Pump Ladies,Ladies,15,1571,2761,17850,109
4/12/2023,Sandals Summer,Casual,12,405,893,5861,84
10/25/2024,Kids Formal Black,Kids,15,743,1479,11046,66
1/7/2022,Ladies Heels Red,Ladies,4,1116,2288,4685,143
4/3/2023,Casual Canvas White,Casual,7,532,1179,4530,105
1/16/2022,Sandals Summer,Casual,13,376,987,7942,31
4/13/2024,Casual Loafers Brown,Casual,15,855,1760,13568,21
5/2/2023,Formal Pump Ladies,Ladies,10,1406,2973,15677,73
3/23/2022,Jogging Shoes Puma,Sports,2,2507,3982,2950,
3/14/2024,Ethnic Mojri,Ethnic,10,482,1014,5319,74
7/1/2024,Kids Formal Black,Kids,1,656,1459,802,64
12/31/2023,Jogging Shoes Puma,Sports,13,2529,4386,24139,16
7/27/2024,Boots Winter Leather,Formal,3,3464,5859,7186,109
4/6/2024,Casual Loafers Brown,Casual,13,972,1763,10283,54
12/22/2023,,Sports,,2846,4715,14947,41
12/3/2023,Sports Adidas Ultra,Sports,15,3413,,28634,87
9/13/2023,Running Shoes Nike Air,Sports,9,2907,4443,13823,13
8/9/2024,Ethnic Mojri,Ethnic,4,,1088,2411,56
8/25/2023,Kids Formal Black,Kids,2,706,1421,1430,103
12/22/2022,Ethnic Mojri,Ethnic,9,480,1083,5423,84
9/30/2022,Formal Oxford Black,Formal,,1792,3099,6535,29
9/6/2023,Sports Adidas Ultra,Sports,3,3329,5282,5860,10
4/25/2024,Kids Formal Black,Kids,4,673,1525,3409,57
5/23/2022,Casual Canvas White,Casual,,521,1066,2726,10
3/30/2023,  Casual Loafers Brown  ,Casual,15,962,1954,14879,98
8/26/2023,Running Shoes Nike Air,Sports,10,2715,4339,16235,68
8/24/2023,Ladies Heels Red,Ladies,3,1105,2363,3777,77
11/30/2024,Casual Canvas White,Casual,10,547,1134,5872,18
8/18/2022,Jogging Shoes Puma,Sports,10,2319,3859,15403,28
1/28/2022,Casual Loafers Brown,Casual,10,915,1912,9965,20
6/16/2024,Sports Adidas Ultra,Sports,8,3364,5362,15983,26
1/16/2023,Ladies Flats Gold,Ladies,,772,1700,3711,22
7/15/2023,Running Shoes Nike Air,Sports,3,2772,4466,5080,90
6/23/2022,Kids Sneakers Blue,Kids,6,639,1213,3443,82
7/7/2022,Sandals Summer,Casual,9,417,936,4670,63
10/3/2023,Slippers Home,Casual,5,253,570,1589,19
11/18/2024,Kids Formal Black,Kids,5,693,1336,3215,29
7/2/2023,Ethnic Mojri,Ethnic,2,484,1023,1077,77
11/30/2024,Formal Pump Ladies,Ladies,15,1429,2868,21585,120
12/11/2024,Ethnic Mojri,,8,471,1024,4422,23
11/3/2023,Casual Canvas White,Casual,6,553,1110,3345,22
